"","T1","RH_1","T2","T3","RH_3","T6","RH_6","RH_7","RH_8","RH_9","T_out","RH_out","Windspeed","Appliances"
"315",0.22134146327967,0.463545749812175,0.349206348809524,0.00392156823529386,0.643470970371719,0.264375478371972,0.874974039460021,0.64171123003927,0.613436692635659,0.467641996649287,0.314285714285714,0.835748792318841,0.357142857142857,520
"4840",0.148170731616969,0.334863926568515,0.107142857142857,0.121568627058823,0.312093900505574,0.314865565513666,0.8067497403946,0.390229802050908,0.525710594186046,0.488812392514834,0.328571428571429,0.898550724637681,0.392857142857143,40
"11128",0.640243902048632,0.384029566494786,0.542857142857143,0.391372549411764,0.239362816650464,0.600029627435005,0.00962270682242991,0.192017839166356,0.234754522093023,0.0912220311374831,0.640816326530612,0.333333333333333,0.392857142857143,120
"4166",0.294512194942371,0.336879829804708,0.248809523809524,0.14,0.154894151992223,0.381527294274498,0.646244375181724,0.22980199454109,0.275193798449613,0.34767642024997,0.329795918367347,0.72463768115942,0.452380952357143,70
"9861",0.67865853617155,0.437171015805315,0.404761904761905,0.438039215294118,0.440159295837384,0.473001999851863,0.573520249221184,0.58924700109687,0.43953488372093,0.496901893546144,0.478775510204082,0.917874396086957,0.119047619071429,60
"8896",0.439024389976204,0.52637473400686,0.333333333333333,0.294117647058824,0.469293649018926,0.628669481149544,0.685358255451713,0.675964734885961,0.573643410852713,0.612736660996087,0.681632653061224,0.869565217391304,0.285714285714286,50
"3882",0.281097561413965,0.262963377810961,0.384126984523809,0.105882352941176,0.182561307730573,0.378070760202948,0.360297680893043,0.351727128248551,0.326744186046512,0.457831325394521,0.369387755102041,0.350241545942029,0.642857142857143,60
"6255",0.568902438677499,0.464553701430271,0.320238095238095,0.210588235294118,0.39446656872657,0.386588647766832,0.615057113187954,0.271571036171639,0.392635658914729,0.378485369986491,0.387755102040816,0.840579710144927,0.214285714285714,60
"9035",0.568902438677499,0.558629185785949,0.427380952380952,0.470588235294118,0.570530287061524,0.630027405377379,0.533679473831776,0.697644168333234,0.81124031007752,0.882616179194042,0.657142857142857,0.826086956521739,0.214285714285714,50
"9667",0.568902438677499,0.511255459735412,0.523809523809524,0.47,0.559369104917076,0.666691356195837,0.156230529595016,0.442260442324362,0.374709302325581,0.520697074092823,0.677551020408163,0.304347826086957,0.214285714285714,300
"592",0.770121950749926,0.576548325551227,0.69047619047619,0.269411764705882,0.697757283315397,0.291657408080883,0.972204915160955,0.63578551808582,0.601808785658915,0.524956970821866,0.297959183673469,0.927536231884058,0.428571428571429,140
"10355",0.696951219087225,0.49165640060664,0.479761904761905,0.485882352941176,0.389855376313112,0.680658575661062,0.307194778193146,0.524208700755053,0.37984496124031,0.441824440715693,0.580816326530612,0.70048309173913,0.0714285714285714,60
"5482",0.4280487802268,0.30428939415292,0.476190476190476,0.14,0.270802766353134,0.577809051181394,0.290654205607477,0.302066772843195,0.255813953488372,0.519277108516476,0.593877551020408,0.347826086956522,0.0714285714285714,40
"6370",0.587195121593174,0.452346287500874,0.392857142857143,0.51735294117647,0.172657723574232,0.497691529034886,0.175804776739356,0.0607024136523635,0.157493539922481,0.345783132642722,0.475510204081633,0.369565217391304,0.5,760
"743",0.896341462868084,0.394109082675751,0.702380952380952,0.4,0.712848459172678,0.232525985741797,0.991692627206646,0.611215493801303,0.498708010465116,0.467641996649287,0.217673469387755,0.922705314057971,0.261904761928571,130
"6484",0.70792682883663,0.23160488313773,0.622222222619047,0.28235294117647,0.117795011343072,0.568180134804829,0.184458290031153,0.0893192658027634,0.0930232558139534,0.340447504588563,0.585714285714286,0.304347826086957,0.321428571428571,50
"9235",0.731707316627008,0.431963265778483,0.595238095238095,0.559607843529412,0.23496122369209,0.764338444189319,0.115264797507788,0.508744038084802,0.39922480620155,0.612220309877415,0.76734693877551,0.463768115942029,0.357142857142857,160
"515",0.67865853617155,0.402060701108285,0.583333333333333,0.257647058823529,0.689373296937618,0.302891143878231,0.952128764278297,0.832490244375269,0.745219638372093,0.860585197958591,0.326530612244898,0.632850241594203,0.666666666642857,50
"9083",0.793902438540304,0.443274722938005,0.721428571428572,0.82745098,0.530287151442106,0.851986272498333,0.0969193492211838,0.556294262257016,0.514082687209303,0.679862306423432,0.812244897959184,0.425120772898551,0.5,310
"8167",0.67865853617155,0.361742636384423,0.333333333333333,0.470588235294118,0.356109830089312,0.399211169542997,0.60877466251298,0.455268102392726,0.511240310077519,0.641996557892944,0.412244897959184,0.797101449275362,0.5,40
"1459",0.514024389930473,0.492776346736975,0.535714285714286,0.164705882352941,0.576189478008004,0.463373083475298,0.964001384527518,0.581370140133165,0.528875968992248,0.620998278894837,0.416326530612245,0.782608695652174,0.142857142857143,100
"7486",0.495731707014798,0.400828760129728,0.364285714285714,0.328235294117647,0.329281072800101,0.634718416043256,0.254378677777778,0.50491400498698,0.422480620155039,0.418244406124226,0.557142857142857,0.492753623188406,0.285714285714286,50
"10419",0.684756096533685,0.535222309209268,0.439285714285714,0.551764705882353,0.418989729494653,0.432264276720243,0.483904465212876,0.572337043007998,0.52077519379845,0.607401032941928,0.52530612244898,0.898550724637681,0.0714285714285714,60
"9195",0.702439023961928,0.565348863239926,0.464285714285714,0.673725490588235,0.421714524925952,0.678171987260203,0.401799930737279,0.697644168333234,0.520413436821705,0.733046471646636,0.608163265306122,0.859903381594203,0.0952380952142857,70
"3876",0.256097560819453,0.256355694869223,0.341269841666667,0.117647058823529,0.193250890629481,0.325111720131842,0.45922464517134,0.372994652460326,0.343669250775194,0.397246127642471,0.32530612244898,0.454106280144928,0.619047619071429,60
"1231",0.660365853255874,0.475977153102032,0.595238095238095,0.417647058823529,0.673967721583309,0.318939337826828,0.948078920041537,0.758780170654543,0.681782945736434,0.716006884730463,0.326530612244898,0.840579710144927,0.5,60
"10661",0.751829267834251,0.491544405758418,0.654761904761905,0.665882352941176,0.270802766353134,0.821124361158433,0.107545863655244,0.522474346079271,0.445957918217054,0.677969018816184,0.746938775510204,0.536231884057971,0.571428571428571,60
"9367",0.646951219727469,0.446746556177232,0.535714285714286,0.458823529411765,0.381890588845502,0.697112383156803,0.219669435825545,0.490966902658038,0.432816537596899,0.422891566192274,0.616326530612245,0.565217391304348,0.642857142857143,110
"10948",0.788414633665601,0.439018927105159,0.69047619047619,0.470588235294118,0.354223433107152,0.607436486186208,0.0885427483592939,0.25841884669149,0.256718346124031,0.499139414888272,0.493877551020408,0.63768115942029,0.214285714285714,70
"3029",0.501829267376933,0.648336879796542,0.439285714285714,0.375294117647059,0.633410186466865,0.618917117250574,0.868328141225338,0.872669461175411,0.72093023255814,0.812269485918715,0.624489795918367,0.898550724637681,0.452380952357143,60
"3670",0.45731707289188,0.321088587787862,0.364285714285714,0.164705882352941,0.280653950802904,0.254746561995408,0.661370716510903,0.498337910030111,0.514082687209303,0.385542168780457,0.275510204081633,0.739130434782609,0.178571428571429,40
"6532",0.823170731205384,0.209429947539606,0.468253967857143,0.316470588235294,0.140641374584079,0.374490778460855,0.432987192834891,0.0867177337890906,0.0848837209302325,0.24939759031852,0.357142857142857,0.702898550724638,0.178571428571429,70
"9119",0.896341462868084,0.597939298891715,0.617857142857143,0.654901961176471,0.500733598721596,0.59904204614473,0.411111111111111,0.628703569970907,0.468992248062016,0.6574870914531,0.648979591836735,0.753623188405797,0.0714285714285714,80
"6332",0.495731707014798,0.413036174395109,0.624404761904762,0.325294117647058,0.343691049956758,0.503987358973409,0.205572862616822,0.163173868935276,0.273514212015504,0.426333907155536,0.482448979591837,0.367149758405797,0.630952380928571,90
"285",0.182926829156752,0.43319520675704,0.308333333333333,0.0223529411764703,0.585202263379837,0.471890971039182,0.535064036033229,0.560485619534685,0.547674418604651,0.51772805516046,0.437959183673469,0.502415458985507,0.261904761928571,70
"607",0.879878048243977,0.380557733255559,0.736904761904762,0.247058823529412,0.576189478008004,0.290978446041034,0.970924195223261,0.677554560149957,0.565891472868217,0.488812392514834,0.285714285714286,0.942028985507246,0.285714285714286,230
"7077",0.501829267376933,0.25758763584778,0.404761904761905,0.305882352941176,0.16181094092681,0.645489223020517,0.19257528556594,0.311750252971781,0.278682170542636,0.261101549180533,0.580816326530612,0.458937198115942,0.166666666642857,70
"478",0.971341462822353,0.393101131057655,0.784523809523809,0.247058823529412,0.670509327116015,0.253512085512184,0.955278643094496,0.809220985664001,0.743798449612403,0.789672977833103,0.212244897959184,0.956521739130435,0.678571428571429,60
"3047",0.477439024099123,0.613562548972211,0.427380952380952,0.305882352941176,0.648082162785178,0.518677628805274,0.926929733437175,0.903165197413378,0.741214470155039,0.834767642024997,0.464081632653061,0.961352656956522,0.404761904785714,40
"9614",0.477439024099123,0.413036174395109,0.23412698452381,0.383137255294117,0.379584992324373,0.407698195207762,0.607753547975078,0.640265934620648,0.453100775193798,0.654044750489838,0.382448979591837,0.961352656956522,0.130952380928571,50
"11284",0.67865853617155,0.396236980760166,0.476190476190476,0.352941176470588,0.291343533701812,0.502876330160729,0.223952924922118,0.286981500258272,0.392635658914729,0.168674698938266,0.508163265306122,0.63768115942029,0.214285714285714,50
"4561",0.495731707014798,0.287490200517977,0.34375,0.210588235294118,0.370729406701054,0.36793570846604,0.758213914849429,0.381558028671999,0.585271317829458,0.52598967305921,0.359183673469388,0.782608695652174,0.5,50
"4312",0.395121950978584,0.427259491560699,0.511904761904762,0.176470588235294,0.3630266190239,0.511517665358122,0.417410868847352,0.391241508800584,0.372997415891473,0.579690189401086,0.487755102040816,0.456521739130435,0.642857142857143,60
"950",0.312804877858046,0.457834023976294,0.260714285714286,0.117647058823529,0.513309578602664,0.0152581290274794,0.892234914018692,0.661897191597326,0.67577519379845,0.54509466445007,0.00204081632653061,0.823671497536232,0.142857142857143,60
"10242",0.751829267834251,0.460297905597425,0.792460317857143,0.492941176470588,0.413330538548173,0.805323062365751,0.00726895119418484,0.510189333937013,0.398006644573643,0.526506024177882,0.738775510204082,0.234299516956522,0.285714285714286,50
"10445",0.568902438677499,0.469257475648055,0.285714285714286,0.541176470588235,0.435967302334095,0.341159914080438,0.553444098338525,0.537216360823416,0.59922480620155,0.787779690225855,0.327755102040816,0.946859903333333,0.0476190476428571,50
"4372",0.67865853617155,0.339343711425839,0.558333333333333,0.223529411764706,0.39446656872657,0.28190504407081,0.844929041225338,0.333429686419053,0.347286821705426,0.306368330756219,0.297959183673469,0.797101449275362,0.642857142857143,90
"11853",0.843292682412627,0.317140777283651,0.511904761904762,0.529411764705882,0.0693774888009593,0.417574006851344,0.0976116303219107,0.108397167236363,0.170542635658915,0.128915662800531,0.435510204081633,0.478260869565217,0.380952380928571,120
"9827",0.751829267834251,0.442266771319909,0.595238095238095,0.411764705882353,0.385663382809822,0.712169468928228,0.0364901349948079,0.361179361231562,0.224806201550388,0.0907056800188113,0.73469387755102,0.285024154637681,0.428571428571429,460
"9003",0.646951219727469,0.563332960003733,0.523809523809524,0.458823529411765,0.570530287061524,0.724835197392786,0.483904465212876,0.73710073720727,0.810077519379845,0.796901893494509,0.783673469387755,0.695652173913043,0.3095238095,60
"3489",0.451219512529744,0.336879829804708,0.364285714285714,0.294117647058824,0.23496122369209,0.372021825531442,0.695742471443406,0.308281543620217,0.293152454651163,0.304647160016412,0.359183673469388,0.647342995217391,0.214285714285714,720
"397",0.0964939023801866,0.5146152984624,0.297619047619048,0.176078431764706,0.916160134335812,0.308816630879194,0.979577708515057,0.657464951533092,0.608139534883721,0.772805507784371,0.289795918367347,0.898550724637681,0.285714285714286,490
"6158",0.422560975352097,0.261955426192865,0.0702380952380952,0.301960784705882,0.193041291174396,0.141174727797941,0.640983039148494,0.199017199045963,0.386304909689922,0.416006884782099,0.155102040816327,0.859903381594203,0.142857142857143,330
"3193",0.514024389930473,0.510583491990014,0.392857142857143,0.243137255294118,0.544749528305334,0.379305236649137,0.899861543821392,0.491255961915198,0.421059431395349,0.474649619195413,0.4,0.72463768115942,0.142857142857143,60
"9379",0.640243902048632,0.455482136867402,0.498809523809524,0.434117647058823,0.369314608964434,0.680640940300719,0.276912426479751,0.524208700755053,0.511240310077519,0.440275387359677,0.628571428571429,0.695652173913043,0.571428571428571,70
"11595",0.770121950749926,0.322320528766419,0.539285714285714,0.504705882352941,0.314399497026703,0.661321383601215,0.100623052959502,0.571144674168398,0.628940568604651,0.421686747087489,0.681632653061224,0.502415458985507,0.0952380952142857,60
"11846",0.861585365328302,0.401836711747825,0.562698413095238,0.529411764705882,0.048627121997197,0.50781423598252,0.00415368639667705,0.0823818470996361,0.134108527131783,0.192771084648404,0.527755102040816,0.268115942028986,0.607142857142857,140
"4258",0.422560975352097,0.416396013122097,0.333333333333333,0.176470588235294,0.374973799910915,0.511517665358122,0.855624783696781,0.528978176113452,0.766020671705427,0.550774526755461,0.518367346938776,0.847826086956522,0.5,40
"8318",0.568902438677499,0.425579572197205,0.320238095238095,0.411764705882353,0.356109830089312,0.489297089104511,0.511214953271028,0.468275762461089,0.56937984496124,0.572805507990911,0.498775510204082,0.801932367101449,0.226190476214286,50
"97",0.268292683372992,0.649456825926877,0.333333333333333,0.117647058823529,0.790609934980216,0.370694763350863,0.970404984423676,0.862841451201451,0.806976744186047,0.820826161820856,0.391836734693878,0.869565217391304,0.357142857142857,50
"4973",0.25060975594475,0.320080636169766,0.141666666666667,0.117647058823529,0.398658562229859,0.212774362380564,0.785981308411215,0.372452666624144,0.586175710465116,0.380378657593739,0.206816326530612,0.961352656956522,0.0714285714285714,40
"5657",0.483536584461258,0.279762571445904,0.367857142857143,0.129411764705882,0.159505344405681,0.405105794644841,0.355417099376947,0.187888423065167,0.219638243023256,0.407745266883348,0.476326530612245,0.589371980724638,0.142857142857143,120
"7149",0.581097561231038,0.32478441038755,0.316269841666667,0.364705882352941,0.300146719618559,0.312396612584253,0.559986154413292,0.596907067726103,0.582428940697674,0.499139414888272,0.329387755102041,0.917874396086957,0.0714285714285714,50
"2420",0.22134146327967,0.282002464042557,0.154761904761905,0.081176470588235,0.297182381324079,0.230057032812384,0.790238836967809,0.239774533926835,0.327906976744186,0.38898450974372,0.206122448979592,0.74879227057971,0.285714285714286,40
"3817",0.477439024099123,0.247172135794115,0.357142857142857,0.210588235294118,0.230350031278631,0.233760462187986,0.564901349948079,0.401503107443489,0.383720930232558,0.421686747087489,0.228571428571429,0.623188405797101,0.285714285714286,40
"56",0.439024389976204,0.620450218362538,0.464285714285714,0.120588235294117,0.804757912346417,0.365479100325902,0.943232952544133,0.988582165195633,0.983204134496124,0.822719449428103,0.40530612244898,0.884057971014493,0.345238095214286,50
"2113",0.365853658313504,0.344943442749481,0.222222222619048,0.210588235294118,0.481869628899994,0.0869812112806459,0.827518172377985,0.40713976013978,0.496124031007752,0.528055077533897,0.0775510204081633,0.927536231884058,0.0714285714285714,40
"5564",0.422560975352097,0.297569716698943,0.122619047619048,0.188235294117647,0.304338713121849,0.202898550736982,0.67947386635514,0.530423471532075,0.53204134379845,0.519277108516476,0.207469387755102,0.86231884057971,0.0833333333571429,40
"3855",0.268292683372992,0.244148280939826,0.189285714285714,0.164705882352941,0.258017187016981,0.181912450929561,0.634371754932503,0.485619309218907,0.424806201550388,0.46299483658124,0.180938775510204,0.70048309173913,0.404761904785714,50
"426",0.574999999039634,0.412140217289251,0.580357142857143,0.261568627058823,0.553762313677167,0.410290595770684,0.877777777777778,0.637375343349816,0.585271317829458,0.719449225693727,0.417142857142857,0.707729468550725,0.428571428571429,40
"11938",0.548780487470256,0.2988016576775,0.357142857142857,0.434117647058823,0.117795011343072,0.437078734908525,0.390446521287643,0.376850494490078,0.326744186046512,0.301032702185709,0.397959183673469,0.731884057971015,0.285714285714286,90
"5899",0.365853658313504,0.30451338351338,0.539285714285714,0.117647058823529,0.237266820213219,0.447324889526702,0.383766009034268,0.282988871409595,0.269896640697674,0.423235800443505,0.457142857142857,0.507246376811594,0.428571428571429,60
"3945",0.353658535759964,0.189158920329453,0.273809523809524,0.0776470588235294,0.13603018217062,0.280547119954077,0.462789892731049,0.26289926279273,0.254392764728682,0.275215146252115,0.289795918367347,0.507246376811594,0.380952380928571,50
"7648",0.713414633711333,0.475977153102032,0.464285714285714,0.614509803529412,0.435967302334095,0.619842974594475,0.401505711318795,0.501517560558103,0.458656330620155,0.570912220383664,0.616326530612245,0.507246376811594,0.392857142857143,320
"6472",0.45731707289188,0.226229141174548,0.642857142857143,0.261568627058823,0.10459023246795,0.475470952781275,0.282796815472482,0.125740713994181,0.183462532170543,0.374698795288348,0.504081632653061,0.420289855072464,0.285714285714286,40
"7850",0.823170731205384,0.43868294323246,0.558333333333333,0.462745097647059,0.428002514866486,0.542256129175617,0.685358255451713,0.710651828401597,0.616279069767442,0.576592082689055,0.528571428571429,0.855072463768116,0.5,60
"10623",0.660365853255874,0.592451562416295,0.404761904761905,0.694117647058823,0.597778243260905,0.581882823494556,0.626064382139149,0.621146739069396,0.640852713178295,0.767641996597652,0.590612244897959,0.884057971014493,0.333333333357143,220
"7811",0.640243902048632,0.45917795946709,0.498809523809524,0.458823529411765,0.3630266190239,0.739772362417599,0.324679820041537,0.59401647645527,0.572222222093023,0.564543890092161,0.738775510204082,0.531400966231884,0.380952380928571,100
"8339",0.587195121593174,0.508231604881122,0.539285714285714,0.387058823529412,0.386082582348791,0.648544552255389,0.236067843509865,0.50252926730778,0.464728682170543,0.511187607485166,0.559183673469388,0.565217391304348,0.357142857142857,110
"4313",0.410365852798557,0.47687311020789,0.511904761904762,0.176470588235294,0.377279396432043,0.513739722983483,0.412495673208723,0.382858794678835,0.365503875968992,0.57814113604507,0.496734693877551,0.439613526521739,0.642857142857143,110
"9773",0.45731707289188,0.43565908837817,0.349206348809524,0.352941176470588,0.319010689440162,0.622250203688616,0.301142263759086,0.570429252864638,0.466408268604651,0.512736660841181,0.548163265306122,0.618357487971014,0.261904761928571,70
"9216",0.67865853617155,0.494456266100469,0.546428571428571,0.517647058823529,0.3630266190239,0.765696368046811,0.210764970612669,0.620031796591998,0.419767441860465,0.567814113671633,0.657142857142857,0.685990338115942,0.238095238071429,130
"7072",0.514024389930473,0.260947474574768,0.416666666666667,0.305882352941176,0.17208132428675,0.669283756758759,0.180996884735203,0.313340078235777,0.286821705426357,0.273321859161218,0.585714285714286,0.449275362318841,0.107142857142857,60
"705",0.640243902048632,0.395341023654308,0.583333333333333,0.210588235294118,0.544749528305334,0.38288521839123,0.988473520249221,0.745772510586179,0.669121446899225,0.67108433740601,0.424489795918367,0.647342995217391,0.357142857142857,90
"5200",0.312804877858046,0.418859894743228,0.328968253571429,0.14,0.300146719618559,0.551020912043552,0.744825199065421,0.261453967374108,0.255813953488372,0.452151463089131,0.471428571428571,0.478260869565217,0.25,50
"5360",0.25060975594475,0.311345055479596,0.154761904761905,0.081176470588235,0.249214001100234,0.447324889526702,0.391796469366563,0.443272149074038,0.352713178294574,0.269879518197955,0.444081632653061,0.483091787391304,0.369047619071429,100
"2187",0.616463414258254,0.220909396299494,0.439880952380952,0.241176470588235,0.138545378146834,0.342888181134731,0.472031844963655,0.0648215060073453,0.0662790697674418,0.452151463089131,0.33469387755102,0.38647343,0.214285714285714,50
"6366",0.519512194805176,0.217269571123918,0.379761904761905,0.489411764705882,0.13414378518846,0.531886526923932,0.136033229491173,0.0547767016989127,0.152325581395349,0.347332185998738,0.488979591836735,0.347826086956522,0.523809523785714,510
"5582",0.331097560773721,0.283234404685131,0.0476190476190479,0.164705882352941,0.312093900505574,0.188084833234575,0.705053651817238,0.560774678358256,0.521963824418605,0.526506024177882,0.16530612244898,0.903381642463768,0.0714285714285714,80
"5960",0.587195121593174,0.255123754226649,0.308333333333333,0.176470588235294,0.249214001100234,0.358751203614547,0.529854620976116,0.307414366282326,0.230329457364341,0.32874354572655,0.386938775510204,0.685990338115942,0.285714285714286,50
"108",0.274390243735128,0.652704670141627,0.337301586904762,0.0972549023529409,0.764829176224026,0.411525072216873,0.989546555867082,0.783061136115488,0.755426356589147,0.733046471646636,0.449795918367347,0.809178743913044,0.357142857142857,60
